latitude,longitude,elevation,ghi,wind_speed,land_cover,population_density,dist_to_city,dist_to_roads,avg_temperature,humidity,dist_to_power_grid,cloud_cover,land_accessibility,environmental_sensitivity,solar_suitability_score
6,74.5,133.249672101145,5.77016731775799,1.99130305740712,4,2,31.8308595907723,95.2516274688419,29.5558344263295,95.4844173199113,18.8146121508679,51.6518686824453,Low,0.999935657698958,0.177578474942912
6,75,226.916415331652,5.62254761846303,1.97710814208003,2,105,124.958853167899,20.2308309615222,29.2436119488945,85.2349505298936,9.66662560200713,50.8608947636666,Medium,0.996622029195319,0.778659472730562
6,75.5,135.848289260537,5.59674349190145,1.93473316433714,1,56,24.4750079424592,37.8492237409658,29.5471723691315,96.1940163131487,6.9602604092719,22.6483649483897,Low,0.998198415570837,0.344482618685898
6,76,228.153422139046,6.28790280998773,2.2225611969886,2,408,41.3500452275935,9.77857634155717,29.2394885928698,93.5834612558502,4.68301121209578,69.9655656899948,Medium,0.986874170587526,0.870803667456436
6,76.5,160.482703315618,5.58410557248873,2.62975421492229,3,24624,81.219025225535,1.1857343304095,29.4650576556146,90.2732704442903,2.53298707614405,2.96338192366933,High,0.207817589576547,0.257778560882718
6,77,245.305197844936,6.4604754604866,2.4865426362067,2,388,27.8550441148991,22.416652425707,29.1823160071835,94.7614436100607,8.1511519072448,69.0630472549453,Medium,0.987517593597941,0.894703034462935
6,77.5,132.40163321621,6.00796041411563,2.14865909700419,1,39,13.2987559132438,10.235182773698,29.5586612226126,97.3461080765135,22.0267049086759,45.71778861233,Low,0.99874532512969,0.369793244841496
6,78,181.96949206941,5.70411169150735,2.81469053547946,2,310,260.384985179382,12.7619284740204,29.3934350264353,72.1418065613677,9.0135726568764,68.9007510845079,Medium,0.990026943338561,0.789955177528488
6,78.5,145.815854534211,5.64378194407171,1.85189564857119,3,22270,156.831228797253,2.77612502961334,29.5139471515526,82.8587185749326,25.2082645122333,47.7080630641519,High,0.283548477902441,0.260533395830888
6,79,102.81280966263,6.42977793150405,2.13569570190175,3,23642,92.728308661513,5.70376200348824,29.6572906344579,89.6990410372224,4.41482055369755,97.7333782884695,High,0.239409659387944,0.296817257564827
6,79.5,194.790046369638,5.90905135911387,2.3301187097722,1,40,58.2975570555469,20.0203374354334,29.3506998454345,92.2223438307489,11.8789597366704,33.4684951103118,Low,0.998713153979169,0.363705338485227
6,80,117.900236815505,5.78907714625355,2.47109008684182,2,229,17.4683447924376,11.2241071865662,29.606999210615,97.0741631526012,10.4601643949202,98.2572937002388,Medium,0.992632806530744,0.801721935354734
6,80.5,218.876996793155,6.10547618593851,3.1797904211826,1,97,122.330243800375,44.0015941997277,29.2704100106895,85.578205652031,11.0997816844819,6.49739424789754,Low,0.996879398399485,0.37579539385714
6,81,277.743699111144,5.99876170274809,2.03821941387229,1,32,16.117586995487,34.1275529361808,29.0741876696295,95.6108043093398,10.3575584085023,68.3760774757557,Low,0.998970523183335,0.369227059132787
6,81.5,140.098275918688,5.70448242165537,2.59851801478657,3,21679,80.6746799503965,1.45682527329368,29.5330057469377,90.5315492457735,2.50584990732894,45.4219206784912,High,0.302561627860216,0.263335506491815
6,82,118.627843630164,5.88218004137128,2.74414305953917,1,15,125.20946939258,39.0588617398333,29.6045738545661,86.2927746244404,1.55007094442596,82.21376255297,Low,0.999517432742188,0.362051394201931
6,82.5,250.605744124903,6.2128448566406,1.71820369750245,1,47,46.1914335984359,18.2983680591951,29.1646475195837,92.8747991989074,38.456856141059,78.9616069716998,Low,0.998487955925524,0.382403994180131
6,83,108.91599534426,6.0127063436542,2.76954770147501,1,50,81.2418480487951,27.3201972044992,29.6369466821858,90.7866552416779,0.463530216998718,80.0210182875937,Low,0.998391442473962,0.370085359396668
6,83.5,258.341476420117,6.04520935810127,1.97021898558464,3,5324,78.4376201697974,6.46607236839293,29.1388617452663,89.5728232188191,6.30616587138663,9.47385993025197,High,0.828720794627418,0.279064453265981
6,84,174.174048510361,5.8503054331922,1.71719021022574,3,20160,10.7313554142626,2.71929537457487,29.4194198382988,97.1851239734701,5.5352492992707,82.2365699861295,High,0.351429605501267,0.270067120994725
6,84.5,199.059665312311,5.80830968243373,3.49730090716282,2,322,55.1196423384483,12.6821362935158,29.3364677822923,92.497439113032,4.46316725278223,21.4040157443761,Medium,0.989640889532312,0.804385424843406
6,85,241.911382824587,6.47298700410226,3.55221975756141,3,17614,4.90644396012656,7.34149597304151,29.1936287239181,97.0902417757415,15.2318615277393,2.56802638590348,High,0.433337354727148,0.298811914078185
6,85.5,288.416210768267,5.59299468671748,3.26100280161706,1,56,35.4486010874064,47.5164381369737,29.0386126307724,93.5709777835767,13.6786635784347,21.7738719684411,Low,0.998198415570837,0.344251877679349
6,86,252.113528252886,5.59401633596579,2.23528430247318,2,298,8.85091508557273,15.5849011391895,29.1596215724904,96.5937732089139,23.5624881072109,47.9285104699833,Medium,0.99041299714481,0.774708211684292
6,86.5,149.613188582642,6.04022734807848,1.77015082230409,2,128,26.9226466071945,5.19941943113246,29.5012893713912,95.8116034534541,5.03332974213673,74.2111359911432,Medium,0.995882092733341,0.836503407562636
6,87,112.899056293188,6.18951774417425,2.92491558117091,1,22,89.4827067595248,23.5385500496732,29.623669812356,89.9227387611156,8.30524881736168,21.8632480832854,Low,0.999292234688543,0.380968197667316
6,87.5,223.682097975258,5.89902953681025,2.49214603646683,2,444,217.790036514495,12.9726866969107,29.2543930067491,75.9841753687979,22.2847113189223,11.3007548090271,Medium,0.985716009168778,0.816949102159903
6,88,116.383515094489,6.15002847097929,1.8022682272368,3,10499,19.1333362506644,3.39173620002244,29.612054949685,96.9228312239887,50.9098826389607,64.5967255023942,High,0.662235090682431,0.283903208500807
6,88.5,71.1246496142412,5.78528206591833,2.52591614502966,1,99,37.9596163412413,27.4507544446225,29.7629178346192,95.4927918697335,34.8330900494041,98.3898036360018,Low,0.996815056098444,0.356087270890278
6,89,64.2325397206151,6.41393072219802,1.60089331209074,1,95,35.8001216045956,35.306650152736,29.7858915342646,95.7776624423343,12.6529471326731,60.0870302085618,Low,0.996943740700527,0.394780939031753
6,89.5,55.578322518995,6.45623862910857,3.34642996541706,1,33,154.394033667017,14.8451210799101,29.8147389249367,84.0048134081083,1.5458292400986,69.1057364123422,Low,0.998938352032815,0.397385013809301
6,90,29.6947516248695,6.16962286978135,2.03240733901247,1,82,32.5603289092864,20.9052203547002,29.9010174945838,96.4470195928227,0.234590358469692,56.116744374642,Low,0.997361965657297,0.3797436572825
6,90.5,41.8516999440404,6.17462196636236,2.84597041867998,3,21105,60.0498959178029,5.07648086017625,29.8604943335199,93.5764934087793,17.4421783502184,78.2348444228504,High,0.321027868259139,0.285038515805554
6,91,16.4275622504241,5.77121925205046,2.13163593330403,2,309,127.417397843713,11.3114661635995,29.9452414591653,87.0939845931245,18.3848651738418,97.5804420209445,Medium,0.990059114489082,0.79924881828613
6,91.5,78.1693289593542,6.00744193127978,2.5792207068353,2,162,23.3706341952137,24.8217067627072,29.7394355701355,96.8812432908851,13.7184292107246,54.4129229404185,Medium,0.994788273615635,0.831962996864485
6,92,55.5686894131279,5.61447498208554,2.62120490339312,3,14261,116.201795395424,4.31431467037488,29.8147710352896,87.8241335663263,3.28397803172706,41.6790511742726,High,0.541207222423292,0.259180501193319
6,92.5,97.2249756220199,5.50312855698291,1.91832139886206,1,27,124.721324131891,44.7919661436887,29.6759167479266,86.5556178305907,10.2114542991963,86.0343061160126,Low,0.999131378935939,0.338720568312228
6,93,12.2364602295142,6.37479828493073,3.44528748564387,2,92,133.438472540779,22.9301967122773,29.959211799235,86.533788143627,3.80160646367774,96.972834375999,Low,0.997040254152089,0.882837711326443
6,93.5,26.4949554377953,6.34364766869639,3.06351312444113,2,257,15.7661072340527,21.720139994447,29.911683481874,98.1584397222168,5.99016325159766,12.9181640869568,Medium,0.991732014316162,0.878523702080419
6,94,96.841410075814,6.28913454897924,3.42741858816629,2,466,25.5709228286618,5.93796481890336,29.6771952997473,96.4744936163757,4.81971090467672,57.8170965473878,Medium,0.985008243857321,0.870974249423679
6,94.5,5.26195753705836,5.55488626706137,3.29228567962383,4,4,102.163546161491,95.8197385290681,29.9824601415431,89.7310258084804,24.4923167831584,79.2459992545997,Low,0.999871315397917,0.170953141817968
6,95,24.9993539920957,5.83550106916076,2.70829963461822,3,16878,22.2489154954767,1.28742562133177,29.9166688200264,97.5251149105314,2.66778522953523,53.3339405156391,High,0.457015321510435,0.269383708475877
6,95.5,11.0419580132221,6.31409199672631,3.34926944905284,2,173,45.846175718627,5.68807255428589,29.9631934732893,95.3049628480051,8.61828362675567,40.9196968192949,Medium,0.994434390959907,0.874430574638181
6,96,54.5213366312316,6.20259360839834,1.70424567241945,3,24465,6.2812512249796,4.14369607906558,29.8182622112292,98.8266615111897,4.47821918972075,65.5229821135421,High,0.21293280250935,0.286329768188941
6,96.5,25.4515111428788,6.03282531081649,1.90469148040973,1,82,2.89602281191507,17.7853613103142,29.9151616295237,99.4558826073797,10.8788338547876,27.0128094513348,Low,0.997361965657297,0.371323692813832
6.5,68,177.212956858999,5.75176120090771,1.67906105625058,1,68,26.5509054591833,17.3678611865294,29.4092901438033,95.5727798854917,8.31405478683138,34.9133742938369,Low,0.997812361764588,0.354024043340867
6.5,68.5,268.117066948726,5.89097746209941,2.28471919500089,1,40,43.2462102537934,21.512784535046,29.1062764435043,92.9942083051334,25.7672831556967,99.2276658881345,Low,0.998713153979169,0.362592880252613
6.5,69,246.551301285023,5.48030849437926,2.40063023002148,1,37,24.9365458053785,19.9362242098742,29.1781623290499,95.0408324066119,1.07153401585726,63.6465334374495,Low,0.998809667430732,0.337315980995397
6.5,69.5,199.463772153667,5.4702646164823,2.14242994962463,2,109,43.1062011914266,18.6959080430031,29.3351207594878,93.6947421593207,2.49283286419819,87.2927298311075,Medium,0.996493344593236,0.757569993356698
6.5,70,186.559825442798,5.10772141774446,3.25075493102526,2,298,36.1890187333833,8.7355461327214,29.3781339151907,94.5154998722337,14.5392229526231,80.7768513037144,Medium,0.99041299714481,0.707361846600544
6.5,70.5,150.733869533534,5.80012707191147,2.28887358815395,3,20234,57.8715168335757,5.43118305197259,29.4975537682216,92.7055096213071,4.60111660325047,65.2272554394024,High,0.34904894036273,0.267750741837761
6.5,71,155.531574372912,5.10426629975498,2.13963480656122,2,423,52.4243552396219,24.7285309228706,29.481561418757,93.2022487323087,1.81262661096408,84.0729082458773,Medium,0.986391603329714,0.70688335170206
6.5,71.5,268.997230514669,5.8706928306112,2.71989078157383,2,488,27.6037138679632,13.6476484191258,29.1033425649511,94.549656308057,6.99811858762045,28.7158495433571,Medium,0.984300478545864,0.81302478773784
6.5,72,187.971096231889,5.4938388046134,1.87583399806547,1,23,27.6688480344186,35.6749243518175,29.373429679227,95.3534042342392,10.5596110557459,63.7116448812298,Low,0.999260063538022,0.338148778980123
6.5,72.5,294.421515713592,5.40389539788954,3.25160471936488,1,67,7.58641730311601,48.7748671091949,29.0185949476214,96.2971431125525,0.458625038135063,59.0603489523981,Low,0.997844532915108,0.332612713172105
6.5,73,115.053135142184,5.69188858388204,1.70662785493063,2,266,35.9990578516028,7.75277996082729,29.6164895495261,95.2495628634179,3.44777273279048,62.2419600793345,Medium,0.991442473961475,0.788262414890534
6.5,73.5,158.382750921105,5.97116037225065,3.55296524866159,2,448,44.2370752203101,13.372140185861,29.4720574969297,93.9924649687579,16.5769654079795,16.8631927146775,Medium,0.985587324566695,0.82693840987287
6.5,74,215.930379585408,5.58563367788313,3.15245472838602,3,18313,32.3598997746656,8.50192400195254,29.2802320680486,94.6047062266794,7.34478818697688,27.7243039998068,High,0.41084972051313,0.257849102673938
6.5,74.5,203.700787861913,5.71718524457933,1.9992817569993,1,33,19.7045520688645,47.2922273097952,29.3209973737936,95.9925369144944,0.360202239672619,28.6658318792539,Low,0.998938352032815,0.351895874344592
6.5,75,168.805349691525,5.14886137786869,1.59544690909297,1,87,63.943536722309,34.0494423183562,29.4373155010283,91.9175928308538,3.31217474483036,60.1946162572763,Low,0.997201109904693,0.31691522994853
6.5,75.5,264.996676002888,6.22635184240325,3.26342119491111,2,369,3.87979093908385,7.86841205080447,29.116677746657,96.9620541460627,10.1926702532612,97.2546880439786,Medium,0.988128845457836,0.862279552194521
6.5,76,220.595085715905,6.29950922960851,3.02401223055319,1,80,122.927085817666,46.0588633579062,29.2646830476137,85.5013405610743,2.22343208646394,95.4067551182148,Low,0.997426307958338,0.387738233669569
6.5,76.5,131.865552618873,6.00881414348207,3.02394711239141,1,33,1.04297469598616,16.9778626476377,29.5604481579371,98.5770470042126,17.5672871141827,22.7189552989697,Low,0.998938352032815,0.36984579235028
6.5,77,189.454695212628,6.02387861281067,3.13726804097821,2,204,163.971293445994,12.0575569666424,29.3684843492912,81.7083237032743,11.2879083580038,30.4845243066773,Medium,0.993437085293763,0.834239291996652
6.5,77.5,273.256035078212,6.05517297317938,1.78471732100729,1,46,31.0278952818115,25.0203191104905,29.0891465497393,94.1646501210367,6.37483665314604,3.60618922791671,Low,0.998520127076044,0.372699203637835
6.5,78,108.868597390565,6.01275836379634,2.27136575578383,2,271,26.6084170599211,13.9458307974526,29.6371046753648,96.2504723201023,24.7246968327791,39.8815589859394,Medium,0.991281618208871,0.832699262845864
6.5,78.5,270.149767318589,5.80907960377649,1.86681300270955,1,48,14.8155609984616,41.606632637238,29.0995007756047,95.8169462269679,4.97252771290912,83.4674121680364,Low,0.998455784775003,0.357552022342889
6.5,79,283.626259867789,5.88057535795539,3.36801998168508,1,72,0.50610959005104,42.0857751240994,29.054579133774,97.113126442317,2.67975411281883,91.575173898614,Low,0.997683677162504,0.361952625061257
6.5,79.5,250.770884605429,5.74993474057739,2.87198169595783,2,256,16.0647187755593,19.3931014655623,29.1640970513152,95.8858192763898,10.829446472628,23.6496479567944,Medium,0.991764185466683,0.79630115334746
6.5,80,266.868825530498,6.11909764339504,2.29523046247055,3,22472,5.79299011992645,0.221286744215816,29.1104372482317,96.7520127327024,8.51662810366077,26.5794473488839,High,0.277049905497245,0.28247535150239
6.5,80.5,135.149094154039,6.28747272977747,1.69469124764907,2,425,53.9141433448893,16.296902044343,29.5495030194865,93.2570947239707,4.08341091182497,22.0849816508754,Medium,0.986327261028672,0.870744106194803
6.5,81,249.862574143295,5.56146407089314,2.24689593050297,3,9611,19.2151535203344,7.474929558814,29.1671247528557,95.5798589065336,4.21083281282356,35.0103567574579,High,0.690803072344875,0.256733363290773
6.5,81.5,240.322007973016,5.65045540561509,2.27052764804,1,38,72.8743385775013,27.7850096024617,29.1989266400899,90.3093460625197,5.0784724460074,80.4759398590545,Low,0.998777496280211,0.347788616310674
6.5,82,173.409486282538,5.79666733395368,3.0459170998174,3,19080,11.5913186160978,9.44936045365397,29.4219683790582,97.1067732755648,3.44095212283576,64.685746988446,High,0.386174448063699,0.267591030267088
6.5,82.5,112.748907746513,5.80606010862739,2.83148939658368,1,59,115.246821477076,42.952420875214,29.6241703075116,87.3478287748273,12.3870713839596,78.59409178637,Low,0.998101902119274,0.357366170767312
6.5,83,247.278004322071,6.079119361562,3.39806448731369,2,415,37.0100018222988,17.7631013097366,29.1757399855931,93.8262197745494,10.5371083302348,58.3031106335306,Medium,0.98664897253388,0.841889513073431
6.5,83.5,113.254501086684,6.04287875725852,2.50105710086724,2,444,6.08049097450462,6.24850367365027,29.6224849963777,98.2594058916827,5.81208125603522,25.7733078059147,Medium,0.985716009168778,0.836870597849712
6.5,84,191.237226349081,6.29579553063046,1.83480710505114,3,13378,25.6117671521291,6.52346247583138,29.3625425788364,95.5264510212963,5.07256460446106,22.7994180212544,High,0.569614348333132,0.290632240101876
6.5,84.5,206.173054088621,5.92620957600069,3.0295761014903,2,111,11.5815057817294,23.2315920250444,29.3127564863713,96.7801188809409,4.54211022498168,0.900070586374979,Medium,0.996429002292194,0.820713231238211
6.5,85,212.04158628025,6.06166599050607,3.12759089037392,1,90,11.1375205657046,25.1778154752381,29.2931947123992,96.765832080627,3.33332819700702,78.0982136874073,Low,0.997104596453131,0.373098852400568
6.5,85.5,188.477070691398,5.72449727047407,2.71679293048469,1,45,35.298424940684,43.5253010242144,29.3717430976953,94.5853867990176,0.895928842034749,84.7121226164718,Low,0.998552298226565,0.352345933532004
6.5,86,112.596773129677,5.94116629969404,3.09823274647396,3,18879,55.7206252079198,3.13161142862179,29.6246774229011,93.3019697479113,3.12254429153932,76.8282599628416,High,0.392640849318374,0.274261522963555
6.5,86.5,297.45470922046,5.5408571580165,2.63631854733901,2,160,121.304463757848,16.4020658309461,29.0084843025985,84.8950065320106,3.8743073250245,7.44020577284907,Medium,0.994852615916677,0.767346264701957
6.5,87,133.831540440258,5.74546775517479,2.61238142898412,3,18017,34.8740288852507,6.48424418370782,29.5538948651991,95.1742817070724,7.93374242224435,76.2221627169866,High,0.420372381067278,0.265227508739048
6.5,87.5,152.227514593452,6.21715674994809,2.43119579401383,1,30,168.833202587825,37.1198015023558,29.4925749513552,81.594404595283,14.862849167586,4.57674531502693,Low,0.999034865484377,0.382669393568222
6.5,88,246.306978883029,6.09840461984902,1.6739917429297,1,22,142.051817468575,45.3019725785739,29.1789767370566,83.3317484643123,5.03688064907753,10.5593065706391,Low,0.999292234688543,0.375360135102072
6.5,88.5,89.4263667514227,5.58086655510977,1.76049603736232,1,18,100.147189645819,19.3848906802513,29.7019121108286,89.0910173679039,28.9601193919457,44.0475372932667,Low,0.999420919290626,0.343505384554903
6.5,89,39.4960660397629,6.15828163333649,1.58260640439335,4,2,34.6550855759257,40.989566823118,29.8683464465341,96.1395307820098,17.56488643395,47.614700892484,Low,0.999935657698958,0.189522798992552
6.5,89.5,68.6233342959492,5.85085376209209,2.80713248967554,2,119,7.59372699181816,19.0808198662147,29.7712555523468,98.5543939578587,41.8658142981932,81.6118636618696,Medium,0.996171633088028,0.810277300356528
6.5,90,96.4501673840585,5.91517590895976,2.17693704584468,3,9725,12.2889192268259,1.77193812484038,29.6784994420531,97.8066064034768,20.8911248318102,67.9526892040911,High,0.687135561185507,0.273061730904954
6.5,90.5,64.199100783765,5.65361323066766,2.54924093272129,1,79,52.159352512998,28.5708161985584,29.7860029973875,94.1420737408626,9.59005008624846,15.3320178631216,Low,0.997458479108859,0.347982982167361
6.5,91,60.7296964452382,6.03987443301004,3.34549779607481,2,254,27.3878795295556,5.4006876815443,29.7975676785159,96.653915082592,9.12496159918958,22.6146783228801,Medium,0.991828527767725,0.836454532803406
6.5,91.5,76.9450962671732,5.79644147709843,2.03705700643134,2,263,7.93816024486574,7.81958673980228,29.7435163457761,98.4367330128417,1.38717533727142,28.5675188258687,Medium,0.991538987413037,0.802741812172471
6.5,92,16.8430412066985,6.33535148270894,2.32918736667461,1,65,32.5996796805007,37.1538554011545,29.943856529311,96.571601619883,12.8157134463113,12.3672637454858,Low,0.99790887521615,0.389944343923774
6.5,92.5,24.1384324004971,5.98986742083619,3.02317149328635,3,18269,0.879212306814158,7.47461603481754,29.919538558665,99.6706944453136,9.16808009620901,28.7644886359231,High,0.412265251136044,0.276509708417507
6.5,93,84.429585706295,5.9718097161146,1.99981112383639,3,18092,66.193285252829,1.15319033237877,29.7185680476457,92.5363756176542,7.07108393115836,72.8598155539733,High,0.41795954477822,0.275676112226398
6.5,93.5,46.3441878288187,5.56948924673463,1.677131913572,3,12002,3.82144903771131,2.27709550411197,29.8455193739039,99.1544132179407,11.8184240655193,24.1401470107283,High,0.613881851449712,0.257103828757873
6.5,94,16.1699244425383,5.80863651864425,2.08758786804881,2,419,49.5929758206083,6.97808893074102,29.9461002518582,94.8790031735138,5.87073036703692,83.5359647060386,Medium,0.986520287931797,0.804430687974752
6.5,94.5,73.9407715377871,5.5591790248619,1.8594129602769,1,87,78.7543141124673,27.3365137570047,29.7535307615407,91.3851608733754,7.42042641330271,46.9516995125208,Low,0.997201109904693,0.342170505223123
6.5,95,45.3153098786257,5.91665279225379,3.38205295962446,1,56,7.1152815215166,15.0446428297853,29.8489489670712,98.8353187490621,5.08083228909352,32.2935761244389,Low,0.998198415570837,0.364173210846645
6.5,95.5,38.0462299114943,6.12534121844683,3.13526387408458,4,1,36.5568564000736,54.9836813733512,29.8731792336284,95.9638520608777,12.6361981817799,41.2418104548873,Low,0.999967828849479,0.188509048728831
6.5,96,42.8191846622665,5.85700833249607,2.78821710535198,1,78,75.4949059488334,39.2839302320453,29.8572693844591,92.022317558494,20.9241307379586,70.9496740593492,Low,0.99749065025938,0.360502061772692
6.5,96.5,63.5017760374316,6.17271809337901,3.27467206839415,2,491,15.0980739660054,18.6677726628684,29.7883274132086,97.8551748430251,18.3787632640432,51.679270324599,Medium,0.984203965094302,0.854851882467254
7,68,160.964087299549,5.33557723596572,3.187826197448,2,341,8.89157817595293,10.6092097370369,29.4634530423348,97.5012013094092,15.41897364623,0.727866397505805,Medium,0.989029637672417,0.738917309233203
7,68.5,174.954284682618,5.83621734693694,1.96061726011338,2,337,20.5353745936087,18.4752509849386,29.4168190510579,96.1969196938129,0.138836377627837,92.2323846585075,Medium,0.9891583222745,0.808250321826378
7,69,148.215637867429,5.57206666921052,3.35922581591367,4,1,40.4502608764111,94.2169704719662,29.5059478737752,94.4728175336846,24.2906102121822,6.59960030018517,Low,0.999967828849479,0.171481873385796
7,69.5,189.405488021904,5.54352068945577,2.67338722784225,1,73,42.8162098397888,23.9009754833966,29.3686483732603,93.8243241358021,3.21412219126268,93.8621348814386,Low,0.997651506011984,0.341206726126802
7,70,220.019156544592,5.75022966715703,3.22488988860042,1,80,7.01349274085939,23.1647661479043,29.266602811518,97.0984591604681,21.8902378263363,2.81528236200547,Low,0.997426307958338,0.353929776602039
7,70.5,122.907663600584,5.20796109943899,3.35363643164728,1,51,30.5847054887915,32.8575460592807,29.5903077879981,95.712452815115,2.19360843644176,77.0979334957448,Low,0.998359271323441,0.320552850089529
7,71,120.239663040389,5.75596913808986,2.19612678146392,2,97,15.6180176191083,9.91003622054944,29.5992011231987,97.2358016076853,5.79186108510054,53.4674708183288,Low,0.996879398399485,0.797136849388501
7,71.5,149.200177474653,5.85629556479129,1.79470393779268,1,83,92.2656768297837,36.0631571192101,29.5026660750845,89.2814305422751,13.8389242538615,50.5726180604106,Low,0.997329794506776,0.360458190531173
7,72,293.236618776803,5.13348987978113,2.10248863447228,1,90,18.8129250977106,43.2904708268992,29.0225446040773,95.1863413024609,10.2242639587399,7.27785025440045,Low,0.997104596453131,0.315969105845828
7,72.5,192.467364043805,5.32038411807976,2.45044925927442,3,20261,91.2258672335649,4.59318505098632,29.358442119854,88.9527396362055,5.37720637328823,23.8745010337916,High,0.348180319298669,0.2456044112165
7,73,211.62567627068,5.91736563540606,3.24184236998033,3,5256,27.9801930029848,6.79507324928382,29.2945810790977,95.0857239369947,11.3514305600149,77.7547317065192,High,0.83090843286283,0.273162815048999
7,73.5,148.336831711746,5.44926165812515,3.29562958236856,1,74,64.8383646250645,36.0754169553198,29.5055438942942,92.0327952203761,7.96175994629419,89.1259829922494,Low,0.997619334861463,0.335405031267184
7,74,243.769761098406,5.2352598808018,1.63578914161158,2,288,35.6736405414196,5.77331123695179,29.187434129672,93.994938334874,3.22599735553223,52.911868105298,Medium,0.990734708650018,0.725024486232263
7,74.5,234.930769332082,5.34508803317834,2.63895998982117,3,5037,48.6381105145137,1.83416295175776,29.2168974355597,92.7868812552278,10.393894361574,35.3343396362595,High,0.837953914826879,0.246744815816594
7,75,176.067157658155,5.95190600441317,2.42285558512664,1,34,25.1558134396296,45.7412000727252,29.4131094744728,95.7237470794555,2.28466551305461,5.99432080642108,Low,0.998906180882294,0.366343065309214
7,75.5,290.909183911469,6.26538084738158,2.0896702128972,1,35,73.0954772628173,47.5556858946008,29.0303027202951,89.7813604346036,11.8413189102792,68.217852606634,Low,0.998874009731773,0.385637613103688
7,76,286.756050040212,6.20337375890877,1.88310875968747,1,86,27.6857327586701,41.2175855964471,29.044146499866,94.3638662237309,0.0311572646174293,27.8446610686283,Low,0.997233281055214,0.381821042941931
7,76.5,180.016170869163,5.58149088598237,2.26523842824184,2,108,30.574824926441,23.4249629665539,29.3999460971028,95.1423557986643,7.95783662572535,5.50137149921468,Medium,0.996525515743757,0.772973578037478
7,77,134.319172242133,5.80471967434442,3.45297899394611,1,42,36.4572361815815,22.245946036743,29.5522694258596,95.0110846594205,5.12606588001963,66.5851729098622,Low,0.998648811678128,0.357283666305093
7,77.5,271.485487602031,6.06259768564861,2.28214860784253,4,4,89.1372466421199,39.8168777423238,29.0950483746599,88.3714204597677,3.61118765679241,48.5719793533758,Low,0.999871315397917,0.186578099372727
7,78,233.402288692573,6.34748966376911,2.65428238783302,2,432,53.8492323570014,12.6860037512104,29.2219923710248,92.2810538773741,7.25067180739943,1.19621497017239,Medium,0.986102062975027,0.879055775094391
7,78.5,217.613808099615,6.48703365153993,3.01484482184016,2,346,21.4746018330084,6.10683997100906,29.274620639668,95.676401735703,10.3651571316151,11.0924039106347,Medium,0.988868781919813,0.898381044583181
