latitude,longitude,elevation,wind_speed,land_cover,population_density,dist_to_city,dist_to_roads,avg_temperature,humidity,seasonal_wind_speed,dist_to_power_grid,cloud_cover,land_accessibility,environmental_sensitivity,wind_suitability_score
6,75.5,135.848289260537,1.93473316433714,1,56,24.4750079424592,37.8492237409658,29.5471723691315,96.1940163131487,[1.8469144  1.87677797 2.16345032 1.93277356],6.9602604092719,22.6483649483897,Low,0.998198415570837,0.0719921627918171
6,76,228.153422139046,2.2225611969886,2,408,41.3500452275935,9.77857634155717,29.2394885928698,93.5834612558502,[2.2520683  2.5269397  2.48041811 2.00217206],4.68301121209578,69.9655656899948,Medium,0.986874170587526,0.330809416942412
6,76.5,160.482703315618,2.62975421492229,3,24624,81.219025225535,1.1857343304095,29.4650576556146,90.2732704442903,[2.60862285 3.00157219 2.52906064 2.52843487],2.53298707614405,2.96338192366933,High,0.207817589576547,0.14678124381665
6,77,245.305197844936,2.4865426362067,2,388,27.8550441148991,22.416652425707,29.1823160071835,94.7614436100607,[2.25904654 2.19884203 2.66580107 2.68797532],8.1511519072448,69.0630472549453,Medium,0.987517593597941,0.370100819181271
6,77.5,132.40163321621,2.14865909700419,1,39,13.2987559132438,10.235182773698,29.5586612226126,97.3461080765135,[2.45098379 2.32490385 1.9832247  1.85221929],22.0267049086759,45.71778861233,Low,0.99874532512969,0.0799524287622587
6,78,181.96949206941,2.81469053547946,2,310,260.384985179382,12.7619284740204,29.3934350264353,72.1418065613677,[3.22459734 2.67996596 2.65591796 3.15748202],9.0135726568764,68.9007510845079,Medium,0.990026943338561,0.418942855736388
6,78.5,145.815854534211,1.85189564857119,3,22270,156.831228797253,2.77612502961334,29.5139471515526,82.8587185749326,[1.89917449 1.693487   2.06806534 2.12599149],25.2082645122333,47.7080630641519,High,0.283548477902441,0.103364620607312
6,79,102.81280966263,2.13569570190175,3,23642,92.728308661513,5.70376200348824,29.6572906344579,89.6990410372224,[1.87087706 2.36779348 2.06554816 2.15111913],4.41482055369755,97.7333782884695,High,0.239409659387944,0.119205083790797
6,79.5,194.790046369638,2.3301187097722,1,40,58.2975570555469,20.0203374354334,29.3506998454345,92.2223438307489,[2.62008985 2.66102763 2.16386281 2.12939117],11.8789597366704,33.4684951103118,Low,0.998713153979169,0.0867046105221712
6,80,117.900236815505,2.47109008684182,2,229,17.4683447924376,11.2241071865662,29.606999210615,97.0741631526012,[2.16011567 2.51690251 2.11051188 2.40577791],10.4601643949202,98.2572937002388,Medium,0.992632806530744,0.367800838036728
6,80.5,218.876996793155,3.1797904211826,1,97,122.330243800375,44.0015941997277,29.2704100106895,85.578205652031,[2.7728256  3.08938178 2.74091466 3.49956661],11.0997816844819,6.49739424789754,Low,0.996879398399485,0.118321220654772
6,81,277.743699111144,2.03821941387229,1,32,16.117586995487,34.1275529361808,29.0741876696295,95.6108043093398,[1.86073473 1.93323606 2.26449112 2.18880269],10.3575584085023,68.3760774757557,Low,0.998970523183335,0.075842925812051
6,81.5,140.098275918688,2.59851801478657,3,21679,80.6746799503965,1.45682527329368,29.5330057469377,90.5315492457735,[2.37949285 2.26478989 2.76664767 2.5133146 ],2.50584990732894,45.4219206784912,High,0.302561627860216,0.14503777734286
6,82,118.627843630164,2.74414305953917,1,15,125.20946939258,39.0588617398333,29.6045738545661,86.2927746244404,[2.96319153 2.69910737 2.61736564 2.70397326],1.55007094442596,82.21376255297,Low,0.999517432742188,0.102110615307545
6,82.5,250.605744124903,1.71820369750245,1,47,46.1914335984359,18.2983680591951,29.1646475195837,92.8747991989074,[1.84632619 1.92553261 1.4861262  1.73063226],38.456856141059,78.9616069716998,Low,0.998487955925524,0.0639350183168429
6,83,108.91599534426,2.76954770147501,1,50,81.2418480487951,27.3201972044992,29.6369466821858,90.7866552416779,[2.38139733 2.74330032 3.08966545 2.65454799],0.463530216998718,80.0210182875937,Low,0.998391442473962,0.103055931773725
6,83.5,258.341476420117,1.97021898558464,3,5324,78.4376201697974,6.46607236839293,29.1388617452663,89.5728232188191,[2.22582559 2.04741717 2.22683332 2.12222136],6.30616587138663,9.47385993025197,High,0.828720794627418,0.109968905707729
6,84,174.174048510361,1.71719021022574,3,20160,10.7313554142626,2.71929537457487,29.4194198382988,97.1851239734701,[1.51289704 1.57869094 1.66267137 1.54724344],5.5352492992707,82.2365699861295,High,0.351429605501267,0.0958459591000818
6,84.5,199.059665312311,3.49730090716282,2,322,55.1196423384483,12.6821362935158,29.3364677822923,92.497439113032,[3.49196221 3.46726065 3.97600362 3.42776885],4.46316725278223,21.4040157443761,Medium,0.989640889532312,0.52054363026686
6,85,241.911382824587,3.55221975756141,3,17614,4.90644396012656,7.34149597304151,29.1936287239181,97.0902417757415,[3.85660251 4.02314877 3.95396391 3.24175677],15.2318615277393,2.56802638590348,High,0.433337354727148,0.198269188567629
6,85.5,288.416210768267,3.26100280161706,1,56,35.4486010874064,47.5164381369737,29.0386126307724,93.5709777835767,[3.25711884 3.1120465  3.16303448 3.12483   ],13.6786635784347,21.7738719684411,Low,0.998198415570837,0.121343164466311
6,86,252.113528252886,2.23528430247318,2,298,8.85091508557273,15.5849011391895,29.1596215724904,96.5937732089139,[2.45413599 2.20318946 2.25117337 2.5588064 ],23.5624881072109,47.9285104699833,Medium,0.99041299714481,0.332703143474107
6,86.5,149.613188582642,1.77015082230409,2,128,26.9226466071945,5.19941943113246,29.5012893713912,95.8116034534541,[1.53647991 1.76375578 1.91568999 1.58490204],5.03332974213673,74.2111359911432,Medium,0.995882092733341,0.263471962985751
6,87,112.899056293188,2.92491558117091,1,22,89.4827067595248,23.5385500496732,29.623669812356,89.9227387611156,[3.02278173 2.69630252 3.24730339 2.77319992],8.30524881736168,21.8632480832854,Low,0.999292234688543,0.108837230142857
6,87.5,223.682097975258,2.49214603646683,2,444,217.790036514495,12.9726866969107,29.2543930067491,75.9841753687979,[2.36434591 2.56556008 2.2555638  2.33131936],22.2847113189223,11.3007548090271,Medium,0.985716009168778,0.370934837869018
6,88,116.383515094489,1.8022682272368,3,10499,19.1333362506644,3.39173620002244,29.612054949685,96.9228312239887,[1.7571927  1.72313308 1.81571885 1.85614171],50.9098826389607,64.5967255023942,High,0.662235090682431,0.100594637545952
6,88.5,71.1246496142412,2.52591614502966,1,99,37.9596163412413,27.4507544446225,29.7629178346192,95.4927918697335,[2.57643506 2.64274101 2.38023357 2.24283134],34.8330900494041,98.3898036360018,Low,0.996815056098444,0.0939903081538157
6,89,64.2325397206151,1.60089331209074,1,95,35.8001216045956,35.306650152736,29.7858915342646,95.7776624423343,[1.72615083 1.7693619  1.48419118 1.55627255],12.6529471326731,60.0870302085618,Low,0.996943740700527,0.0595698539006824
6,89.5,55.578322518995,3.34642996541706,1,33,154.394033667017,14.8451210799101,29.8147389249367,84.0048134081083,[3.34499356 3.37988775 3.50654677 2.88623216],1.5458292400986,69.1057364123422,Low,0.998938352032815,0.124521941982765
6,90,29.6947516248695,2.03240733901247,1,82,32.5603289092864,20.9052203547002,29.9010174945838,96.4470195928227,[2.16744683 1.76533134 2.01307217 2.23219571],0.234590358469692,56.116744374642,Low,0.997361965657297,0.0756266562782571
6,90.5,41.8516999440404,2.84597041867998,3,21105,60.0498959178029,5.07648086017625,29.8604943335199,93.5764934087793,[2.80431849 2.54636636 3.26008801 3.17833889],17.4421783502184,78.2348444228504,High,0.321027868259139,0.158849475570319
6,91,16.4275622504241,2.13163593330403,2,309,127.417397843713,11.3114661635995,29.9452414591653,87.0939845931245,[2.3051385  2.07504842 1.92945819 2.41391431],18.3848651738418,97.5804420209445,Medium,0.990059114489082,0.317275961258231
6,91.5,78.1693289593542,2.5792207068353,2,162,23.3706341952137,24.8217067627072,29.7394355701355,96.8812432908851,[2.60425292 2.85186146 2.45703916 2.45177237],13.7184292107246,54.4129229404185,Medium,0.994788273615635,0.383895165338999
6,92,55.5686894131279,2.62120490339312,3,14261,116.201795395424,4.31431467037488,29.8147710352896,87.8241335663263,[3.00301523 2.63837357 2.33866163 2.40076787],3.28397803172706,41.6790511742726,High,0.541207222423292,0.146304059077139
6,92.5,97.2249756220199,1.91832139886206,1,27,124.721324131891,44.7919661436887,29.6759167479266,86.5556178305907,[1.9079304  1.65501505 1.89675984 1.87167214],10.2114542991963,86.0343061160126,Low,0.999131378935939,0.0713814747064721
6,93,12.2364602295142,3.44528748564387,2,92,133.438472540779,22.9301967122773,29.959211799235,86.533788143627,[3.73400561 3.2953575  3.94404325 3.11533567],3.80160646367774,96.972834375999,Low,0.997040254152089,0.512801872843408
6,93.5,26.4949554377953,3.06351312444113,2,257,15.7661072340527,21.720139994447,29.911683481874,98.1584397222168,[3.1471348  2.68642465 3.27844674 3.51821845],5.99016325159766,12.9181640869568,Medium,0.991732014316162,0.455977991456402
6,94,96.841410075814,3.42741858816629,2,466,25.5709228286618,5.93796481890336,29.6771952997473,96.4744936163757,[3.7555651  3.48469439 3.41172926 3.77190496],4.81971090467672,57.8170965473878,Medium,0.985008243857321,0.510142238740206
6,94.5,5.26195753705836,3.29228567962383,4,4,102.163546161491,95.8197385290681,29.9824601415431,89.7310258084804,[3.72289105 3.77546797 3.19009895 3.77715785],24.4923167831584,79.2459992545997,Low,0.999871315397917,0.0612536061751576
6,95,24.9993539920957,2.70829963461822,3,16878,22.2489154954767,1.28742562133177,29.9166688200264,97.5251149105314,[2.42874319 2.50806132 2.37437939 2.52283949],2.66778522953523,53.3339405156391,High,0.457015321510435,0.151165301586631
6,95.5,11.0419580132221,3.34926944905284,2,173,45.846175718627,5.68807255428589,29.9631934732893,95.3049628480051,[3.61848797 3.70388108 3.62949543 3.48096183],8.61828362675567,40.9196968192949,Medium,0.994434390959907,0.498510401029866
6,96,54.5213366312316,1.70424567241945,3,24465,6.2812512249796,4.14369607906558,29.8182622112292,98.8266615111897,[1.71138638 1.81095069 1.64843174 1.87874766],4.47821918972075,65.5229821135421,High,0.21293280250935,0.0951234522783201
6,96.5,25.4515111428788,1.90469148040973,1,82,2.89602281191507,17.7853613103142,29.9151616295237,99.4558826073797,[2.00593922 2.01771856 1.92522557 2.12481419],10.8788338547876,27.0128094513348,Low,0.997361965657297,0.0708743002153604
6.5,68,177.212956858999,1.67906105625058,1,68,26.5509054591833,17.3678611865294,29.4092901438033,95.5727798854917,[1.55414634 1.61919295 1.8189147  1.67540854],8.31405478683138,34.9133742938369,Low,0.997812361764588,0.0624785056291763
6.5,68.5,268.117066948726,2.28471919500089,1,40,43.2462102537934,21.512784535046,29.1062764435043,92.9942083051334,[2.55149261 2.17943887 2.19515603 2.55116483],25.7672831556967,99.2276658881345,Low,0.998713153979169,0.0850152771720575
6.5,69,246.551301285023,2.40063023002148,1,37,24.9365458053785,19.9362242098742,29.1781623290499,95.0408324066119,[2.37497012 2.41224298 2.28018849 2.23979036],1.07153401585726,63.6465334374495,Low,0.998809667430732,0.0893283712236751
6.5,69.5,199.463772153667,2.14242994962463,2,109,43.1062011914266,18.6959080430031,29.3351207594878,93.6947421593207,[2.24266271 1.89809052 2.38619947 2.3218819 ],2.49283286419819,87.2927298311075,Medium,0.996493344593236,0.318882559200425
6.5,70,186.559825442798,3.25075493102526,2,298,36.1890187333833,8.7355461327214,29.3781339151907,94.5154998722337,[2.94916445 3.43996832 3.35084527 2.94310516],14.5392229526231,80.7768513037144,Medium,0.99041299714481,0.483847349090858
6.5,70.5,150.733869533534,2.28887358815395,3,20234,57.8715168335757,5.43118305197259,29.4975537682216,92.7055096213071,[2.13314104 2.22637807 2.42568602 2.38412969],4.60111660325047,65.2272554394024,High,0.34904894036273,0.127754795601019
6.5,71,155.531574372912,2.13963480656122,2,423,52.4243552396219,24.7285309228706,29.481561418757,93.2022487323087,[2.16032605 2.31192497 2.30520258 2.21528747],1.81262661096408,84.0729082458773,Medium,0.986391603329714,0.318466525820408
6.5,71.5,268.997230514669,2.71989078157383,2,488,27.6037138679632,13.6476484191258,29.1033425649511,94.549656308057,[2.95406529 2.58465513 3.0309779  2.81365365],6.99811858762045,28.7158495433571,Medium,0.984300478545864,0.404832714986024
6.5,72,187.971096231889,1.87583399806547,1,23,27.6688480344186,35.6749243518175,29.373429679227,95.3534042342392,[2.05724413 1.90187757 1.71738506 1.89970031],10.5596110557459,63.7116448812298,Low,0.999260063538022,0.0698005022338171
6.5,72.5,294.421515713592,3.25160471936488,1,67,7.58641730311601,48.7748671091949,29.0185949476214,96.2971431125525,[3.12587654 3.44426136 3.22799201 3.57947651],0.458625038135063,59.0603489523981,Low,0.997844532915108,0.120993458222627
6.5,73,115.053135142184,1.70662785493063,2,266,35.9990578516028,7.75277996082729,29.6164895495261,95.2495628634179,[1.79779891 1.80111246 1.56181468 1.9545581 ],3.44777273279048,62.2419600793345,Medium,0.991442473961475,0.254017107106986
6.5,73.5,158.382750921105,3.55296524866159,2,448,44.2370752203101,13.372140185861,29.4720574969297,93.9924649687579,[3.91715329 3.86101254 3.37199343 3.59094466],16.5769654079795,16.8631927146775,Medium,0.985587324566695,0.528828796218934
6.5,74,215.930379585408,3.15245472838602,3,18313,32.3598997746656,8.50192400195254,29.2802320680486,94.6047062266794,[2.80925    3.18884286 2.81755929 3.20261455],7.34478818697688,27.7243039998068,High,0.41084972051313,0.175956073568592
6.5,74.5,203.700787861913,1.9992817569993,1,33,19.7045520688645,47.2922273097952,29.3209973737936,95.9925369144944,[2.08848284 1.933423   1.998409   2.22459285],0.360202239672619,28.6658318792539,Low,0.998938352032815,0.0743940406717103
6.5,75,168.805349691525,1.59544690909297,1,87,63.943536722309,34.0494423183562,29.4373155010283,91.9175928308538,[1.40809189 1.73508021 1.43785882 1.37369956],3.31217474483036,60.1946162572763,Low,0.997201109904693,0.0593671911570682
6.5,75.5,264.996676002888,3.26342119491111,2,369,3.87979093908385,7.86841205080447,29.116677746657,96.9620541460627,[2.95559044 3.52290546 3.17053712 3.6281286 ],10.1926702532612,97.2546880439786,Medium,0.988128845457836,0.485732615231829
6.5,76,220.595085715905,3.02401223055319,1,80,122.927085817666,46.0588633579062,29.2646830476137,85.5013405610743,[3.046427   2.590596   3.22061561 2.6704141 ],2.22343208646394,95.4067551182148,Low,0.997426307958338,0.112524654458497
6.5,76.5,131.865552618873,3.02394711239141,1,33,1.04297469598616,16.9778626476377,29.5604481579371,98.5770470042126,[3.28646772 2.72285501 2.88373853 3.26096841],17.5672871141827,22.7189552989697,Low,0.998938352032815,0.112522231386732
6.5,77,189.454695212628,3.13726804097821,2,204,163.971293445994,12.0575569666424,29.3684843492912,81.7083237032743,[3.5647817  3.01626419 3.44729308 2.84624778],11.2879083580038,30.4845243066773,Medium,0.993437085293763,0.466955786339767
6.5,77.5,273.256035078212,1.78471732100729,1,46,31.0278952818115,25.0203191104905,29.0891465497393,94.1646501210367,[1.94918604 1.86904203 1.62020753 1.67897494],6.37483665314604,3.60618922791671,Low,0.998520127076044,0.0664100157477546
6.5,78,108.868597390565,2.27136575578383,2,271,26.6084170599211,13.9458307974526,29.6371046753648,96.2504723201023,[2.02045086 2.19161834 2.06942906 2.36948736],24.7246968327791,39.8815589859394,Medium,0.991281618208871,0.338073562317152
6.5,78.5,270.149767318589,1.86681300270955,1,48,14.8155609984616,41.606632637238,29.0995007756047,95.8169462269679,[2.14375757 1.59351671 1.88972989 1.90806953],4.97252771290912,83.4674121680364,Low,0.998455784775003,0.0694648275381131
6.5,79,283.626259867789,3.36801998168508,1,72,0.50610959005104,42.0857751240994,29.054579133774,97.113126442317,[3.78653903 3.37408781 3.41217616 3.3393778 ],2.67975411281883,91.575173898614,Low,0.997683677162504,0.125325314765377
6.5,79.5,250.770884605429,2.87198169595783,2,256,16.0647187755593,19.3931014655623,29.1640970513152,95.8858192763898,[2.67287091 2.48945884 2.79328166 2.48649696],10.829446472628,23.6496479567944,Medium,0.991764185466683,0.427470159920174
6.5,80,266.868825530498,2.29523046247055,3,22472,5.79299011992645,0.221286744215816,29.1104372482317,96.7520127327024,[2.32999802 2.16253881 2.31836804 2.04341864],8.51662810366077,26.5794473488839,High,0.277049905497245,0.128109608196692
6.5,80.5,135.149094154039,1.69469124764907,2,425,53.9141433448893,16.296902044343,29.5495030194865,93.2570947239707,[1.91464351 1.89526876 1.53708319 1.61509717],4.08341091182497,22.0849816508754,Medium,0.986327261028672,0.252240444173953
6.5,81,249.862574143295,2.24689593050297,3,9611,19.2151535203344,7.474929558814,29.1671247528557,95.5798589065336,[2.32339786 1.97436063 2.14886464 2.07912849],4.21083281282356,35.0103567574579,High,0.690803072344875,0.125411788498851
6.5,81.5,240.322007973016,2.27052764804,1,38,72.8743385775013,27.7850096024617,29.1989266400899,90.3093460625197,[2.55356031 2.51064319 2.32490638 2.28438672],5.0784724460074,80.4759398590545,Low,0.998777496280211,0.0844872042688227
6.5,82,173.409486282538,3.0459170998174,3,19080,11.5913186160978,9.44936045365397,29.4219683790582,97.1067732755648,[3.43950362 3.44105885 3.4747793  2.70359764],3.44095212283576,64.685746988446,High,0.386174448063699,0.170009614562711
6.5,82.5,112.748907746513,2.83148939658368,1,59,115.246821477076,42.952420875214,29.6241703075116,87.3478287748273,[2.54315131 2.98161782 2.86668578 2.42245179],12.3870713839596,78.59409178637,Low,0.998101902119274,0.105360805996209
6.5,83,247.278004322071,3.39806448731369,2,415,37.0100018222988,17.7631013097366,29.1757399855931,93.8262197745494,[2.95153336 3.79368114 3.77409851 3.2525637 ],10.5371083302348,58.3031106335306,Medium,0.98664897253388,0.505773129353669
6.5,83.5,113.254501086684,2.50105710086724,2,444,6.08049097450462,6.24850367365027,29.6224849963777,98.2594058916827,[2.79446908 2.57134311 2.73058335 2.44660739],5.81208125603522,25.7733078059147,Medium,0.985716009168778,0.372261174359833
6.5,84,191.237226349081,1.83480710505114,3,13378,25.6117671521291,6.52346247583138,29.3625425788364,95.5264510212963,[1.62200526 1.79832769 1.81130311 1.86284894],5.07256460446106,22.7994180212544,High,0.569614348333132,0.102410813723515
6.5,84.5,206.173054088621,3.0295761014903,2,111,11.5815057817294,23.2315920250444,29.3127564863713,96.7801188809409,[2.67110095 3.4761979  2.79702901 2.75559857],4.54211022498168,0.900070586374979,Medium,0.996429002292194,0.450926752916678
6.5,85,212.04158628025,3.12759089037392,1,90,11.1375205657046,25.1778154752381,29.2931947123992,96.765832080627,[3.15273946 3.16250248 3.07112606 3.38270111],3.33332819700702,78.0982136874073,Low,0.997104596453131,0.116378856100886
6.5,85.5,188.477070691398,2.71679293048469,1,45,35.298424940684,43.5253010242144,29.3717430976953,94.5853867990176,[2.7303669  2.80619888 2.89915471 2.3296704 ],0.895928842034749,84.7121226164718,Low,0.998552298226565,0.101092906519811
6.5,86,112.596773129677,3.09823274647396,3,18879,55.7206252079198,3.13161142862179,29.6246774229011,93.3019697479113,[3.16389438 3.45532991 2.64966015 3.01010237],3.12254429153932,76.8282599628416,High,0.392640849318374,0.172929642466364
6.5,86.5,297.45470922046,2.63631854733901,2,160,121.304463757848,16.4020658309461,29.0084843025985,84.8950065320106,[2.97341995 2.52017902 2.60367736 3.0171675 ],3.8743073250245,7.44020577284907,Medium,0.994852615916677,0.392393695481295
6.5,87,133.831540440258,2.61238142898412,3,18017,34.8740288852507,6.48424418370782,29.5538948651991,95.1742817070724,[2.3767372  2.27166565 2.8940661  2.90115303],7.93374242224435,76.2221627169866,High,0.420372381067278,0.145811571778825
6.5,87.5,152.227514593452,2.43119579401383,1,30,168.833202587825,37.1198015023558,29.4925749513552,81.594404595283,[2.41083052 2.44155792 2.6761191  2.60519125],14.862849167586,4.57674531502693,Low,0.999034865484377,0.0904657275781959
6.5,88,246.306978883029,1.6739917429297,1,22,142.051817468575,45.3019725785739,29.1789767370566,83.3317484643123,[1.55605015 1.43137678 1.66379721 1.85423662],5.03688064907753,10.5593065706391,Low,0.999292234688543,0.0622898745370102
6.5,88.5,89.4263667514227,1.76049603736232,1,18,100.147189645819,19.3848906802513,29.7019121108286,89.0910173679039,[1.96955565 2.00145136 1.96096191 1.80277095],28.9601193919457,44.0475372932667,Low,0.999420919290626,0.0655087324972591
6.5,89,39.4960660397629,1.58260640439335,4,2,34.6550855759257,40.989566823118,29.8683464465341,96.1395307820098,[1.55630614 1.71310014 1.69646938 1.60071622],17.56488643395,47.614700892484,Low,0.999935657698958,0.0294446955271721
6.5,89.5,68.6233342959492,2.80713248967554,2,119,7.59372699181816,19.0808198662147,29.7712555523468,98.5543939578587,[2.45960447 3.16595253 2.76974362 2.69204044],41.8658142981932,81.6118636618696,Medium,0.996171633088028,0.417817904608379
6.5,90,96.4501673840585,2.17693704584468,3,9725,12.2889192268259,1.77193812484038,29.6784994420531,97.8066064034768,[2.26155506 2.29046734 1.98799279 2.39698544],20.8911248318102,67.9526892040911,High,0.687135561185507,0.121506993119914
6.5,90.5,64.199100783765,2.54924093272129,1,79,52.159352512998,28.5708161985584,29.7860029973875,94.1420737408626,[2.38859064 2.30962548 2.47765813 2.72556689],9.59005008624846,15.3320178631216,Low,0.997458479108859,0.0948582324461847
6.5,91,60.7296964452382,3.34549779607481,2,254,27.3878795295556,5.4006876815443,29.7975676785159,96.653915082592,[3.81265459 3.65590773 3.78745315 2.98479205],9.12496159918958,22.6146783228801,Medium,0.991828527767725,0.497949022416641
6.5,91.5,76.9450962671732,2.03705700643134,2,263,7.93816024486574,7.81958673980228,29.7435163457761,98.4367330128417,[1.77499581 2.07232137 1.90890421 2.23753701],1.38717533727142,28.5675188258687,Medium,0.991538987413037,0.303198688742096
6.5,92,16.8430412066985,2.32918736667461,1,65,32.5996796805007,37.1538554011545,29.943856529311,96.571601619883,[2.44936496 2.65811159 2.157847   2.31925393],12.8157134463113,12.3672637454858,Low,0.99790887521615,0.0866699548884472
6.5,92.5,24.1384324004971,3.02317149328635,3,18269,0.879212306814158,7.47461603481754,29.919538558665,99.6706944453136,[3.02429655 2.78661751 3.10488183 2.97173464],9.16808009620901,28.7644886359231,High,0.412265251136044,0.168740055453708
6.5,93,84.429585706295,1.99981112383639,3,18092,66.193285252829,1.15319033237877,29.7185680476457,92.5363756176542,[1.96784708 1.91746089 1.70999611 2.01306701],7.07108393115836,72.8598155539733,High,0.41795954477822,0.111620607922004
6.5,93.5,46.3441878288187,1.677131913572,3,12002,3.82144903771131,2.27709550411197,29.8455193739039,99.1544132179407,[1.59423858 1.4262262  1.58050079 1.56575107],11.8184240655193,24.1401470107283,High,0.613881851449712,0.0936100822357541
6.5,94,16.1699244425383,2.08758786804881,2,419,49.5929758206083,6.97808893074102,29.9461002518582,94.8790031735138,[2.02085697 1.85702547 2.09240007 2.20810871],5.87073036703692,83.5359647060386,Medium,0.986520287931797,0.31071977967625
6.5,94.5,73.9407715377871,1.8594129602769,1,87,78.7543141124673,27.3365137570047,29.7535307615407,91.3851608733754,[1.93203358 2.02885473 1.83264204 1.87006278],7.42042641330271,46.9516995125208,Low,0.997201109904693,0.0691894691221321
6.5,95,45.3153098786257,3.38205295962446,1,56,7.1152815215166,15.0446428297853,29.8489489670712,98.8353187490621,[3.6969917  3.30869742 3.58659886 3.31569948],5.08083228909352,32.2935761244389,Low,0.998198415570837,0.125847487254528
6.5,95.5,38.0462299114943,3.13526387408458,4,1,36.5568564000736,54.9836813733512,29.8731792336284,95.9638520608777,[3.05788825 3.38000786 2.82942225 2.9834412 ],12.6361981817799,41.2418104548873,Low,0.999967828849479,0.0583321853832316
6.5,96,42.8191846622665,2.78821710535198,1,78,75.4949059488334,39.2839302320453,29.8572693844591,92.022317558494,[2.55749683 2.67036749 2.56268505 2.85463715],20.9241307379586,70.9496740593492,Low,0.99749065025938,0.103750627449549
6.5,96.5,63.5017760374316,3.27467206839415,2,491,15.0980739660054,18.6677726628684,29.7883274132086,97.8551748430251,[3.56759555 3.5562412  3.1415576  3.75483108],18.3787632640432,51.679270324599,Medium,0.984203965094302,0.487407212494689
7,68,160.964087299549,3.187826197448,2,341,8.89157817595293,10.6092097370369,29.4634530423348,97.5012013094092,[3.27758362 3.09161789 3.50871847 3.40766572],15.41897364623,0.727866397505805,Medium,0.989029637672417,0.474480939881599
